,parent_folder,text,filename
547,2830A ,H# THAT'S OKAY WE'VE BEEN MARRIED ELEVEN YEARS AND H# WE WENT THROUGH THAT H# AFTER ABOUT FIVE YEARS OF MARRIAGE MY OLD T V THAT I HAD H# FROM COLLEGE WHEN_! WE GOT MARRIED H# FINALLY WENT OUT AND WE WENT WE MADE IT FOR ABOUT ALMOST EIGHTEEN MONTHS WITHOUT A TELEVISION H#,sw2830A-ws96-i-0014
548,2830A ,H# YEAH H# BUT THEN ALL OF A SUDDEN WHEN YOU GET ONE YOU REALIZE H# GEE H#,sw2830A-ws96-i-0015
549,2830A ,H# I NEEDED THAT H# YOU KNOW AND THEN YOU GET THE REMOTE CONTROL THE STEREO PHONIC_#,sw2830A-ws96-i-0017
550,2830A ,H# WHATEVER AND H#,sw2830A-ws96-i-0018
551,2830A ,H# ALL THOSE THINGS,sw2830A-ws96-i-0019
552,2830A ,H# THINGS H# YEAH NOW OH YEAH AND THEN YOU NEVER USE THE V H#,sw2830A-ws96-i-0020
553,2830A ,VCR_# AND NOW WE HAVE TWO OF THEM AND THERE IT'S LIKE H# WE'RE JUST GLAD WE NEVER WENT OUT AND BOUGHT A COMPACT DISK PLAYER BECAUSE WE WOULDN'T USE IT H#,sw2830A-ws96-i-0021
554,2830A ,H# YEAH I MEAN IT'S H# BECAUSE YOUR NEVER HOME YOU KNOW YOU'RE WORKING YOU'RE AT SCHOOL H#,sw2830A-ws96-i-0023
555,2830A ,H# WELL I DON'T KNOW T V SHOWS WHAT WHAT CAN I TELL YOU H# BASICALLY_! JUNK THAT'S ON TELEVISION H#,sw2830A-ws96-i-0025
556,2830A ,H# THAT'S MY OPINION YEAH H#,sw2830A-ws96-i-0028
557,2830A ,H# I LIKE THINGS LIKE I JUST MENTIONED HAVE YOU EVER SEEN MURPHY BROWN OR ANYTHING LIKE THAT H#,sw2830A-ws96-i-0029
558,2830A ,H# YOU DON'T THINK SO H# THAT'S THE ONE WITH CANDICE BERGEN IN IT H#,sw2830A-ws96-i-0030
559,2830A ,YEAH_# THAT WOULD DO IT_#,sw2830A-ws96-i-0031
560,2830A ,H# RIGHT NOBODY DOES YEAH THEN UHHUH H#,sw2830A-ws96-i-0032
561,2830A ,H# AND THE H# THE H#,sw2830A-ws96-i-0034
562,2830A ,WELL I DON'T WHY DON'T YOU DO YOU'RE H# PROBABLY AT LEAST TEN YEARS YOUNGER THAN I AM BUT H# I COULD TELL YOU IN SCHOOL THAT H# STUDYING I EVER SAW IN THE DORM WAS H# THE THE ONE SOAP OPERA ALL MY CHILDREN H#,sw2830A-ws96-i-0035
563,2830A ,H# AND UNTIL THEN I'D NEVER PAID ATTENTION TO SOAP OPERAS H#,sw2830A-ws96-i-0036
564,2830A ,H# AND TO THIS DAY TWENTY YEARS LATER I'M LIKE I'M IN MY THIRTIES I'M NOT THAT OLD BUT I'M GOING H# JEEZ I CAN'T BELIEVE THAT THING'S STILL ON TELEVISION H#,sw2830A-ws96-i-0037
565,2830A ,H# YEAH THEY H#,sw2830A-ws96-i-0038
566,2830A ,H# YOU KNOW H# ABOUT THE ONLY OTHER KINDS OF THINGS I LIKE H# I LIKE TO WATCH A LOT OF NEWS H# DON'T YOU MISS THAT WITH NOT HAVING TELEVISION H# SO FAR H#,sw2830A-ws96-i-0039
567,2830A ,H# HOW LONG HAS IT BEEN SINCE YOU'VE HAD ONE H#,sw2830A-ws96-i-0040
568,2830A ,H# OH MY GOD H#,sw2830A-ws96-i-0041
569,2830A ,H# YEAH YOU'VE GOT ABOUT ANOTHER SIX MONTHS AND THEN YOU'LL GET ONE h# BY THEN h#,sw2830A-ws96-i-0043
570,2830A ,h# UHHUH h#,sw2830A-ws96-i-0045
571,2830A ,h# YEAH MY HUSBAND's AN ONLY CHILD TOO AND HE DID MISS IT THAT'S KIND OF WHY WE GOT BACK AFTER EIGHTEEN MONTHS h#,sw2830A-ws96-i-0046
572,2830A ,H# and me I'M TRYING TO THINK OF THE ONLY OTHER SHOW I WATCH h#,sw2830A-ws96-i-0048
573,2830A ,h# YEAH I ? the the COSBY h# L A LAW IS PROBABLY I'VE SEEN CHEERS MORE THAN THAT I HATE TO ADMIT BUT h#,sw2830A-ws96-i-0049
574,2830A ,h# CHEERS h# YEAH I THOUGHT IT WAS a GOOD I'VE ACTUALLY BEEN TO THAT BAR IN BOSTON IT'S A NICE YOU KNOW ? I THINK PRETTY FUNNY SHOW h#,sw2830A-ws96-i-0050
575,2830A ,h# YEAH h#,sw2830A-ws96-i-0051
576,2830A ,h# IT'S JUST A YOU KNOW h# OVER PRICED h#,sw2830A-ws96-i-0052
577,2830A ,h# DOWNTOWN,sw2830A-ws96-i-0054
578,2830A ,h# DOWNTOWN BOSTON YUPPIE YOU KNOW h#,sw2830A-ws96-i-0055
579,2830A ,h# YUPPIE YOU KNOW h#,sw2830A-ws96-i-0056
580,2830A ,TOURIST ATTRACTION h# I'M TRYING TO THINK WHAT ELSE IS ON h# I KNOW IT'S LIKE h#,sw2830A-ws96-i-0057
581,2830A ,h# YEAH WHO DIDN'T ISN'T THAT SAD h#,sw2830A-ws96-i-0058
582,2830A ,h# NO NO NO I LIKE THE PRO I LIKE ACTUALLY I LIKE PRO BASKETBALL AS OPPOSED h#,sw2830A-ws96-i-0059
583,2830A ,h# I'LL WATCH PRO h# FOOTBALL BUT I LIKE h# THE N B A PLAYOFFS h#,sw2830A-ws96-i-0060
584,2830A ,h# BACK WHEN LIKE THE PISTONS WERE IN THEM AND NOW h# WHERE ARE YOU CALLING FROM h#,sw2830A-ws96-i-0061
585,2830A ,h# SHERMAN TOWN WELL I'M IN DALLAS I h#,sw2830A-ws96-i-0062
586,2830A ,h# SAY WHERE AM I CALLING YOU FROM YEAH h# WELL THEN I DON'T KNOW IF YOU LIKE THE MAVERICKS OR NOT OR h#,sw2830A-ws96-i-0063
587,2830A ,h# THEY HAVEN'T BEEN THAT GOOD THIS YEAR h# UM WE'RE SUPPOSED TO TALK ABOUT TELEVISION LET'S h#,sw2830A-ws96-i-0064
588,2830A ,h# I h# DON'T HAVE A T V h#,sw2830A-ws96-i-0065
589,2830A ,h# YEAH I'M TALKING TO YOU FROM DALLAS UHHUH h#,sw2830A-ws96-i-0066
590,2830A ,h# MY VOICE YOU MEAN h#,sw2830A-ws96-i-0067
591,2830A ,h# OH h# NO THAT'S JUST BECAUSE I'VE MOVED AROUND AND h#,sw2830A-ws96-i-0068
592,2830A ,h# I'M ORIGINALLY FROM PENNSYLVANIA h#,sw2830A-ws96-i-0069
593,2830A ,h# UH ACTUALLY I'M A BIG CHICAGO BEARS' FAN h#,sw2830A-ws96-i-0071
594,2830A ,h# REAL BIG AND UM I ALWAYS WATCH THEM SO WHAT_# NO MATTER WHO'S ON OF COURSE YOU LIKE THEM TOO RIGHT h#,sw2830A-ws96-i-0072
595,2830A ,h# DO YOU h#,sw2830A-ws96-i-0073
596,2830A ,h# OH OKAY h#,sw2830A-ws96-i-0074
597,2830A ,h# YEAH THERE YOU GO AND THEN h#,sw2830A-ws96-i-0075
598,2830A ,h# AND h# TRYING_TO_THINK WHAT ELSE I WATCH ON TELEVISION SPORTS WISE h# I LIKE h# I LIKE TENNIS h#,sw2830A-ws96-i-0077
599,2830A ,h# SO I MEAN I'M NOT h# I HAVEN'T PLAYED IN YEARS BUT h# I JUST LIKE TO WATCH_#,sw2830A-ws96-i-0078
600,2830A ,TWO_# PLAYERS REALLY GET GO AT IT ON TELEVISION h#,sw2830A-ws96-i-0079
601,2830A ,h# GETS BORING AFTER A WHILE BUT h# I DON'T h#,sw2830A-ws96-i-0081
602,2830A ,h# OPRAH h#,sw2830A-ws96-i-0082
603,2830A ,h# UHHUH h#,sw2830A-ws96-i-0083
604,2830A ,h# YEAH ON THE TRACK h#,sw2830A-ws96-i-0084
605,2830A ,h# YEAH h#,sw2830A-ws96-i-0085
606,2830A ,h# MAYBE BECAUSE SHE GOT CHUBBY AGAIN OR SOMETHING h#,sw2830A-ws96-i-0086
607,2830A ,h# WAS SHE WAS HER SHOW BIG WHEN YOU WENT SCHOOL SINCE YOU HAVEN'T BEEN OUT THAT LONG h#,sw2830A-ws96-i-0087
608,2830A ,h# WAS HER SHOW BIG h# WHEN YOU WERE IN COLLEGE SINCE YOU HAVEN'T BEEN OUT THAT LONG h#,sw2830A-ws96-i-0088
609,2830A ,h# THAT LONG h#,sw2830A-ws96-i-0089
610,2830A ,h# WAS IT h#,sw2830A-ws96-i-0090
611,2830A ,h# YEAH I SAW h# RERUNS OF HER h#,sw2830A-ws96-i-0091
612,2830A ,SAW_# YEAH TAPES_#,sw2830A-ws96-i-0092
613,2830A ,h# SEE I KNOW ISN'T THAT TERRIBLE h#,sw2830A-ws96-i-0093
614,2830A ,h# I KNOW I GUESS WITH THAT MONEY WHO CARES h#,sw2830A-ws96-i-0094
615,2830A ,h# I DON'T KNOW h# YEAH LET'S SEE WHAT ELSE IS ON TELEVISION OH IF YOU DON'T HAVE A V C R h# WE JUST GOT ONE AFTER NINE YEARS DON'T EVEN h# SPEND YOUR MONEY ON IT h#,sw2830A-ws96-i-0096
616,2830A ,h# YEAH BECAUSE YOU KNOW IF YOU LIKE MOVIES LIKE WE DO h# YOU DO_IT ONCE IN A WHILE AND THEN h# YOU KNOW h# YOU SEE IT WHEN IT FIRST COMES OUT IF YOU REALLY WANT TO SEE IT AND THEN IT USUALLY COMES ON TELEVISION WITHIN TWO YEARS h#,sw2830A-ws96-i-0097
617,2830A ,h# YEAH h#,sw2830A-ws96-i-0100
618,2830A ,h# REALLY THAT'S h#,sw2830A-ws96-i-0101
619,2830A ,h# TELEVISION I DON'T KNOW IN GENERAL h# ON THIS PROJECT h# WE'RE SUPPOSE TO TALK ABOUT h#,sw2830A-ws96-i-0102
620,2830A ,h# TALK ABOUT THAT SO I MEAN I h#,sw2830A-ws96-i-0103
621,2830A ,h# THAT'S OKAY I DON'T_#,sw2830A-ws96-i-0104
622,2830A ,h# THAT'S OKAY I DON'T h# ?,sw2830A-ws96-i-0105
623,2830A ,h# THAT'S OKAY I DON'T h# DAWN I MEAN I h# I h# I ALWAYS h# DIGRESS h#,sw2830A-ws96-i-0106
624,2830A ,h# I HAD ONE LADY ONE TIME THEY CALLED IN I JUST SIGNED UP h# MY HUSBAND HAD HAD BEEN ON THIS PROJECT h# AND I'D I SHE CALLED IN AND IT WAS ALL ABOUT h# WE DON'T HAVE CHILDREN AND IT'S ALL ABOUT h# SENDING YOUR KIDS TO COLLEGE h#,sw2830A-ws96-i-0107
625,2830A ,h# AND WHY YOU WOULD ADVISE THEM h# AND SHE WAS FROM BOSTON AND SHE WAS h# I SHOULDN'T TALK ABOUT THAT h#,sw2830A-ws96-i-0108
626,2830A ,h# PRETEND SHE WAS A TELEVISION SHOW AND h#,sw2830A-ws96-i-0109
627,2830A ,h# SHE WAS VERY SNOOTY AND h# HER h# KIDS WERE GOING TO PLACES LIKE AMHERST h# AND B U AND I SAID I DIDN'T KNOW WHAT THAT WAS AND SHE WENT OH AND I THOUGHT h#,sw2830A-ws96-i-0110
628,2830A ,h# SO I KNOW I MEAN IT'S h#,sw2830A-ws96-i-0111
629,2830A ,h# SO I KNOW I MEAN IT'S LIKE DON'T WORRY ABOUT IT TELEVISION AT LEAST h#,sw2830A-ws96-i-0112
630,2830A ,h# YOU KNOW h# EVERYBODY'S h#,sw2830A-ws96-i-0113
631,2830A ,h# YOU KNOW h# EVERYBODY'S AT LEAST SEEN TELEVISION_! DURING THE WAR DID YOU LAUGH WHEN THEY HAD THAT MAN ON NOW WHAT WAS HIS NAME WOLF BLITZER h#,sw2830A-ws96-i-0114
632,2830A ,h# THAT GUY THAT WAS REPORTER FOR C N N h#,sw2830A-ws96-i-0115
633,2830A ,h# HIS NAME IS WOLF BLITZER DID YOU SEE IT h# HIM WHEN HE WAS DOING THE COVERAGE OF THE GULF h#,sw2830A-ws96-i-0116
634,2830A ,h# NO THAT WAS THE OTHER GUY FROM C B S OH WHAT WAS HIS NAME h#,sw2830A-ws96-i-0117
635,2830A ,H# I CAN'T REMEMBER HIS NAME h#,sw2830A-ws96-i-0121
636,2830A ,h# THEY HAVE BUT JUST OF h#,sw2830A-ws96-i-0122
637,2830A ,h# THEY MADE JOKES ABOUT HIM LIKE ON THE CARSON SHOW AND ALL THAT h#,sw2830A-ws96-i-0123
638,2830A ,H# JAY LENO,sw2830A-ws96-i-0124
639,2830A ,h# HUH h#,sw2830A-ws96-i-0125
640,2830A ,h# YEAH HE'S FUNNY h#,sw2830A-ws96-i-0126
641,2830A ,h# YES SATURDAY NIGHT LIVE HAS CHANGED A LOT IF YOU HAVEN'T SEEN IT IN ABOUT A YEAR h#,sw2830A-ws96-i-0127
642,2830A ,h# I MEAN I HAVEN'T SEEN IT A COUPLE MONTHS BUT h#,sw2830A-ws96-i-0128
643,2830A ,h# YEAH ACTUALLY I THINK IT HAS I MEAN THEY FINALLY LIKE DANA CARVEY AND SOME OF h#,sw2830A-ws96-i-0130
644,2830A ,SOME_# OF THOSE PEOPLE THEY REALLY HAVE SOME FUNNY CHARACTERS ON THERE h#,sw2830A-ws96-i-0131
645,2830A ,h# YEAH THEY HAVE ONE CHARACTER ON THERE h# THEY JUST CALL IT PAT h# AND THEY YOU DON'T KNOW IF IT'S A MAN OR A WOMAN h#,sw2830A-ws96-i-0132
646,2830A ,h# AND THEY SAY WELL THEY'RE TRYING TO h# DEDUCE WHAT HE WHAT HE OR SHE IS h#,sw2830A-ws96-i-0134
647,2830A ,h# BUT TO SEE IF IT'S A FEMALE THEY SAY WELL DO YOU CARRY A PURSE h# AND PAT SAYS NO I CARRY A FANNY PACK h#,sw2830A-ws96-i-0135
648,2830A ,h# SEE STILL DON'T KNOW BECAUSE A FANNY PACK IS MAN OR h# NOWADAYS YOU KNOW h#,sw2830A-ws96-i-0138
649,2830A ,h# YEAH IT'S WEIRD h#,sw2830A-ws96-i-0139
650,2830A ,h# YEAH IT'S PRETTY h# IT IS PRETTY FUNNY I MEAN THEY DO SOME CRAZY THINGS_#,sw2830A-ws96-i-0141
651,2830A ,h# YEAH WAYNE'S WORLD HEY MAN h#,sw2830A-ws96-i-0142
652,2830A ,h# AND WHAT'S THAT OTHER ONE WHERE THEY h#,sw2830A-ws96-i-0144
653,2830A ,h# WHERE THEY DO THE h# SKITS WELL YOU MUST HAVE SEEN IT RECENTLY h#,sw2830A-ws96-i-0146
654,2830A ,h# YOU PROBABLY HAVE SOME FRIENDS HAVE TELEVISION h#,sw2830A-ws96-i-0147
655,2830A ,h# I SEE YOU PROBABLY HAVE SOME FRIENDS THAT HAVE TELEVISION h#,sw2830A-ws96-i-0148
656,2830A ,h# YOU KNOW I MEAN YOU'RE NOT TOTALLY OUT OF THE LOOP h#,sw2830A-ws96-i-0150
657,2830A ,h# I MEAN YEAH h#,sw2830A-ws96-i-0151
658,2830A ,h# YEAH I MEAN YOU REALLY YOU CAN DO WITHOUT ONE BUT AFTER AWHILE IT WILL START h# YOU KNOW I MEAN YOU JUST KIND OF ALL OF A SUDDEN BECAUSE YOU'RE GOING WELL GEE THAT h# YOU YOU HEAR ABOUT SOMETHING THAT SOMEBODY ELSE TALKED ABOUT h#,sw2830A-ws96-i-0153
659,2830A ,h# AND YOU JUST h#,sw2830A-ws96-i-0154
660,2830A ,h# END UP DOING IT BUT IF YOU HAVEN'T BEEN MARRIED THAT LONG YOU KNOW h#,sw2830A-ws96-i-0155
661,2830A ,h# YOU'RE DOING OTHER THINGS h#,sw2830A-ws96-i-0156
662,2830A ,h# IS THAT ON TAPE h#,sw2830A-ws96-i-0160
663,2830A ,h# THERE YOU GO YEAH h#,sw2830A-ws96-i-0162
664,2830A ,h# OH MY AND WHAT ELSE IS ON I DON'T KNOW h# WHAT DID THEY WATCH IN COLLEGE WHEN YOU WERE h# IN SCHOOL_# WHERE'D YOU GO TO SCHOOL h#,sw2830A-ws96-i-0163
665,2830A ,h# OH THAT'S A GOOD SCHOOL h#,sw2830A-ws96-i-0164
666,2830A ,h# YEAH I KNOW ABOUT THAT h# THEY DON'T HAVE SOUTHERN ACCENTS UP THERE THOUGH h#,sw2830A-ws96-i-0165
667,2830A ,h# YOU MUST BE NATIVE TEXAN h#,sw2830A-ws96-i-0166
668,2830A ,h# WAY FROM INDIANA YEAH h#,sw2830A-ws96-i-0167
669,2830A ,h# OH REAL SOUTHERN YEAH h#,sw2830A-ws96-i-0168
670,2830A ,h# DEEP YOU HAVE DEEP ONE YEAH h#,sw2830A-ws96-i-0169
671,2830A ,h# IT IS h# AT PURDUE I'M TRYING THINK I WENT TO HIGH SCHOOL IN CHICAGO I'M TRYING THINK WHAT PURDUE KIDS WATCH_#,sw2830A-ws96-i-0171
672,2830A ,h# OKAY h#,sw2830A-ws96-i-0172
673,2830A ,h# DO YOU KNOW THAT I'VE NEVER I THINK OTHER THAN EXCEPT LIKE ON A COMMERCIAL OR ON NEWS COVERAGE OR SOMETHING h#,sw2830A-ws96-i-0173
674,2830A ,h# like entertainment TONIGHT I'VE NEVER SEEN M T V h#,sw2830A-ws96-i-0175
675,2830A ,h# THAT'S KIND OF WHAT I'VE HEARD_! h#,sw2830A-ws96-i-0176
676,2830A ,h# I MEAN THAT'S YEAH h#,sw2830A-ws96-i-0178
677,2830A ,h# YEAH NO WE DON'T AND I WOULDN'T EVEN h# I MEAN I DON'T EVEN HAVE CABLE I DON'T THINK IT'S WORTH TEN TO THIRTY BUCKS A MONTH TO PAY h#,sw2830A-ws96-i-0179
678,2830A ,h# A MONTH TO PAY SOMEBODY TO h# YOU KNOW GIVE ME A HUNDRED AND FIFTY h#,sw2830A-ws96-i-0180
679,2830B ,H# I WAS h# TO GOING SAY h#,sw2830B-ws96-i-0058
680,2832A ,H# NO NOT h# SIX h# FEET BUT h#,sw2832A-ws96-i-0101
681,2832A ,H# THE HOME IMPROVEMENTS h#,sw2832A-ws96-i-0114
682,2834B ,?_# IN TEXAS SORT OF THING_#,sw2834B-ws96-i-0155
683,2834B ,h# A h# WHILE_#,sw2834B-ws96-i-0174
684,2837A ,H# ON A h#,sw2837A-ws96-i-0127
685,2837B ,H# FUNNY ABOUT WHAT SHE SPRAYS_#,sw2837B-ws96-i-0102
686,2839B ,H# LIVING OFF OF US h#,sw2839B-ws96-i-0032
687,2843A ,H# AS I h# WENT ALONG WHEN I STARTED h# AT h# FIRST_! h#,sw2843A-ws96-i-0016
688,2847A ,H# THAT DOES CUT INTO YOUR ?_#,sw2847A-ws96-i-0008
689,2847A ,H# REPRINTING THOSE_! h#,sw2847A-ws96-i-0151
690,2851A ,H# NOW WHAT h# DO YOU h# MOSTLY DO h#,sw2851A-ws96-i-0008
691,2851A ,H# YEAH h#,sw2851A-ws96-i-0017
692,2851B ,H# WE'RE ABOUT TO TAKE THE KIDS TO h#,sw2851B-ws96-i-0009
693,2851B ,h# have YOU LIVED IN NORTH CAROLINA h#,sw2851B-ws96-i-0026
694,2858B ,H# THE FEW AND FAR BETWEEN I THINK THAT h#,sw2858B-ws96-i-0072
695,2859A ,H# NO I KNOW h#,sw2859A-ws96-i-0079
696,2866A ,H# YOU KNOW I DON'T h# SO h# SO TELEVISION IS MY MAIN NEWS SOURCE h#,sw2866A-ws96-i-0030
697,2866A ,H# SO start] I'M ACTUALLY h# IN BALTIMORE h# YEAH_YOU COULD SAY I'M IN BALTIMORE h#,sw2866A-ws96-i-0041
698,2866A ,h# TWO YEARS AGO WHEN ALL THAT WAS GOING ON IN IN h# BEIJING h# YOU KNOW THAT h# IT'S AN INTERESTING h#,sw2866A-ws96-i-0059
699,2866B ,UHHUH_# I HEARD ABOUT THAT h#,sw2866B-ws96-i-0056
700,2867A ,h# YOU WALKOUT THERE h#,sw2867A-ws96-i-0074
701,2868B ,h# AND I LIVED THERE FOR SEVEN YEARS h#,sw2868B-ws96-i-0045
702,2870A ,BUT_# BECAUSE IT WAS HE HAD AFFAIR h#,sw2870A-ws96-i-0099
703,2870A ,h# AND IT JUST THREW HIM OUT OF THE WHOLE RUNNING h#,sw2870A-ws96-i-0100
704,2870B ,h# I THINK THAT'S h# THAT'S HAVING A BIG EFFECT ON HOW h# POORLY THAT THE COUNTRY'S BEING RUN IS THAT h#,sw2870B-ws96-i-0122
705,2871A ,OH_# YEAH THAT WAS GREAT h#,sw2871A-ws96-i-0086
706,2871A ,h# OH YEAH OH YEAH h#,sw2871A-ws96-i-0099
707,2875A ,[crosstalk] KNOWLEDGEABLE PEOPLE [crosstalk],sw2875A-ws96-i-0024
708,2875A ,h# NO THE AUTO SHOW THEY HAD FANTASTIC LOOKING CARS h#,sw2875A-ws96-i-0090
709,2875A ,h# YEAH h# I'M KEEPING V EIGHT h# V EIGHT CHEVY ENGINES_#,sw2875A-ws96-i-0132
710,2876B ,h# WHICH GOT PEOPLE REALLY GOING INTO IT h#,sw2876B-ws96-i-0062
711,2877A ,h# AND h# I CAN OVER DO IT ON HER h# h#,sw2877A-ws96-i-0086
712,2877B ,h# UMHUM HOW LONG HAVE YOU HAD THEM h#,sw2877B-ws96-i-0017
713,2877B ,h# I BET h#,sw2877B-ws96-i-0036
714,2879B ,PENNSYLVANIA_# MAY HAVE JUST REENACTED IT BECAUSE I'M h# h#,sw2879B-ws96-i-0087
715,2884B ,h# OUT OF HER PAYCHECK EACH WEEK_#,sw2884B-ws96-i-0035
716,2887B ,h# YEAH I AGREE ON THAT AND h#,sw2887B-ws96-i-0001
717,2887B ,h# YOU KNOW IT SEEMS h#,sw2887B-ws96-i-0002
718,2887B ,h# COMPARED TO WHAT WE h# OUR SALARY IS h#,sw2887B-ws96-i-0003
719,2887B ,h# VERSUS WHAT h# OUR HEALTH CARE IS h# OUR HEALTH CARE KEEPS INCREASING INCREASING INCREASING h#,sw2887B-ws96-i-0004
720,2887B ,h# AND h# NOT TO THE SAME RATE AS OUR PAY h#,sw2887B-ws96-i-0006
721,2887B ,h# RIGHT ME EITHER h#,sw2887B-ws96-i-0008
722,2887B ,h# UHHUH h#,sw2887B-ws96-i-0010
723,2887B ,h# YES h#,sw2887B-ws96-i-0011
724,2887B ,h# RIGHT h#,sw2887B-ws96-i-0012
725,2887B ,h# MONEY INSTEAD_! h#,sw2887B-ws96-i-0013
726,2887B ,h# RIGHT I FEEL SAME WAY ACTUALLY h# WE DON'T h#,sw2887B-ws96-i-0014
727,2887B ,h# USE ANY OF T.I.'S BENEFIT h#,sw2887B-ws96-i-0015
728,2887B ,h# OTHER THAN h# I I BUY BONDS AND h#,sw2887B-ws96-i-0016
729,2887B ,h# AND h#,sw2887B-ws96-i-0017
730,2887B ,h# NOT AT ALL h#,sw2887B-ws96-i-0018
731,2887B ,h# MY HUSBAND'S YES WE USE MY HUSBAND'S h#,sw2887B-ws96-i-0019
732,2887B ,H# HE start] h# HE WORKS FOR BRAMALEA COMPANY AND THEY PAY ONE HUNDRED PERCENT h#,sw2887B-ws96-i-0020
733,2887B ,h# NOT ONE DIME IS DEDUCTED FROM HIS CHECK_#,sw2887B-ws96-i-0021
734,2887B ,h# BRAMALEA h#,sw2887B-ws96-i-0023
735,2887B ,h# IT'S A h# SECURITY COMPANY AND h# AND BUILDING h# THEY OWN A LOT OF BUILDINGS AND LEASE BUILDINGS_#,sw2887B-ws96-i-0024
736,2887B ,h# YEAH ACTUALLY THEY'RE FROM CANADA THEY'RE CANADA BASED h#,sw2887B-ws96-i-0026
737,2887B ,h# UHHUH h#,sw2887B-ws96-i-0027
738,2887B ,h# RIGHT h#,sw2887B-ws96-i-0028
739,2887B ,h# RIGHT YEAH IT'S ALL TAKEN CARE h#,sw2887B-ws96-i-0029
740,2887B ,h# YEAH BUT h# ? h# OUR PRESCRIPTIONS AND h# EVERYTHING OUR h# VISITS TO THE DOCTOR OUR HOSPITALIZATION h# THE ONLY THING WE PAY FOR IS IF h#,sw2887B-ws96-i-0030
741,2887B ,h# IF SOMETHING HAPPENED EMERGENCY h# AND h# WE HAD TO HAVE AN AMBULANCE IT'S TWENTY-FIVE DOLLARS h#,sw2887B-ws96-i-0032
742,2887B ,h# I MEAN THAT'S h# NOTHING h#,sw2887B-ws96-i-0034
743,2887B ,h# REALLY h# YEAH h# WELL h#,sw2887B-ws96-i-0036
744,2887B ,T I WAS h# GETTING h# FOR THE BOTH OF US IS LIKE SEVENTY-FIVE DOLLARS h# MONTH h#,sw2887B-ws96-i-0037
745,2887B ,h# YOU KNOW h# DEDUCTED FOR A H M O h#,sw2887B-ws96-i-0038
746,2887B ,h# UHHUH h#,sw2887B-ws96-i-0040
747,2887B ,h# UHHUH h#,sw2887B-ws96-i-0042
748,2887B ,h# OH YEAH h# YEAH h#,sw2887B-ws96-i-0043
749,2887B ,h# WE DON'T EITHER h#,sw2887B-ws96-i-0044
750,2887B ,h# NEITHER ONE OF US DO h#,sw2887B-ws96-i-0045
751,2887B ,H# UMHUM h#,sw2887B-ws96-i-0047
752,2887B ,h# RIGHT h#,sw2887B-ws96-i-0048
753,2887B ,h# YEAH h#,sw2887B-ws96-i-0049
754,2887B ,h# YEAH h#,sw2887B-ws96-i-0050
755,2887B ,h# EXACTLY h#,sw2887B-ws96-i-0051
756,2887B ,h# EXACTLY YOU CAN'T CHARGE MORE FOR_A PERSON WHO'S ON A FLIGHT h#,sw2887B-ws96-i-0052
757,2887B ,h# JUST BECAUSE THEY'RE LARGER h#,sw2887B-ws96-i-0053
758,2887B ,h# YEAH h#,sw2887B-ws96-i-0054
759,2887B ,H# I DON'T KNOW H#,sw2887B-ws96-i-0056
760,2887B ,h# YEAH h#,sw2887B-ws96-i-0058
761,2887B ,h# YEAH THEY ARE AS h# FAR AS THEIR LIKE PENSION PLANS ARE_#,sw2887B-ws96-i-0059
762,2887B ,h# THEY're VESTED A LOT EARLIER I THINK AT T I IT's what FIVE YEARS h#,sw2887B-ws96-i-0060
763,2887B ,h# from FIVE TO SEVEN h#,sw2887B-ws96-i-0062
764,2887B ,h# AND THEY'RE VESTED AFTER THEIR FIRST YEAR h#,sw2887B-ws96-i-0064
765,2887B ,h# ? TOTALLY VESTED,sw2887B-ws96-i-0065
766,2887B ,h# AND THEY HAVE THE h# FOUR O ONE K AND THE USUAL h#,sw2887B-ws96-i-0066
767,2887B ,h# BENEFITS LIKE THAT h#,sw2887B-ws96-i-0067
768,2887B ,h# RIGHT h#,sw2887B-ws96-i-0068
769,2887B ,h# NO THEY MATCH THE SAME AMOUNT h#,sw2887B-ws96-i-0069
770,2887B ,h# YEAH WELL h# THEY MATCH FOUR PERCENT WHICH IS THE SAME h#,sw2887B-ws96-i-0070
771,2887B ,h# YOU KNOW FIFTY PERCENT OF FOUR PERCENT h#,sw2887B-ws96-i-0071
772,2887B ,h# UHHUH h#,sw2887B-ws96-i-0072
773,2887B ,h# YEAH h#,sw2887B-ws96-i-0073
774,2887B ,h# YEAH h#,sw2887B-ws96-i-0074
775,2887B ,h# RIGHT h#,sw2887B-ws96-i-0075
776,2887B ,h# RIGHT h#,sw2887B-ws96-i-0076
777,2887B ,h# YEAH THAT h# AND I KNOW THAT'S BIG ISSUE BECAUSE I h# h# I BELONG TO WOMEN'S FORUM GROUP h#,sw2887B-ws96-i-0077
778,2887B ,h# AND h# SOME THE QUESTIONS WE'RE GETTING ARE h# ARE h# ON SITE DAY CARE AND THINGS LIKE THAT h#,sw2887B-ws96-i-0078
779,2887B ,h# THAT h# THEY CONSIDER h# A VERY SERIOUS BENEFIT h# AND h# I CAN'T TELL YOU ANYBODY RIGHT NOW AT T I THAT'S h# CONSIDERING THAT h#,sw2887B-ws96-i-0079
780,2887B ,h# SO h#,sw2887B-ws96-i-0080
781,2887B ,h# THEY SHOULD BE THOUGH h#,sw2887B-ws96-i-0081
782,2887B ,h# RIGHT h#,sw2887B-ws96-i-0082
